App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Last Updated,Current Ver,Android Ver
"energyly (TNEB,BESCOM,MH,DL..)",Tools,3.9,627,4.1M,"10,000+",Free,0,Everyone,"February 21, 2017",6.0,4.0 and up
Calcium Pro,Medical,3.4,77,9.9M,"5,000+",Paid,$2.99,Everyone,"April 18, 2017",1.6.2,4.0.3 and up
FL Racing Manager 2015 Pro,Sports,4.4,656,22M,"5,000+",Paid,$0.99,Everyone,"March 12, 2016",0.858,3.0 and up
"FOX Sports: Live Streaming, Scores & News",Sports,4.0,28895,82M,"5,000,000+",Free,0,Teen,"August 2, 2018",4.4.15,5.0 and up
Hot Bhojpuri Video songs,Entertainment,4.1,28892,6.3M,"5,000,000+",Free,0,Teen,"July 11, 2018",1.3,4.0 and up
Age Calculator,Tools,4.4,24265,3.3M,"1,000,000+",Free,0,Everyone,"July 25, 2017",4.0.6,4.0.3 and up
Monster Park AR - Jurassic Dinosaurs in Real World,Entertainment,3.7,128,20M,"10,000+",Free,0,Everyone,"March 8, 2018",1.2.2.122,7.0 and up
"Photo Lab Picture Editor: face effects, art frames",Photography,4.5,1536512,Varies with device,"50,000,000+",Free,0,Everyone,"July 17, 2018",Varies with device,Varies with device
Esto Es Guerra TVN,Entertainment,4.5,1303,13M,"100,000+",Free,0,Everyone,"July 24, 2018",1.7.2,4.1 and up
Morse Code Reader,Communication,3.9,1436,20k,"100,000+",Free,0,Everyone,"August 26, 2013",1.0,1.6 and up
PUBG MOBILE,Action,4.4,3716278,36M,"50,000,000+",Free,0,Teen,"July 24, 2018",0.7.0,4.3 and up
CZ File Manager,Tools,2.2,876,8.7M,"1,000,000+",Free,0,Everyone,"August 6, 2018",3.2.3,4.2 and up
ES File Explorer File Manager,Productivity,4.6,5378795,16M,"100,000,000+",Free,0,Everyone,"August 3, 2018",4.1.8.2.2,4.0 and up
"AG Contacts, Premium edition",Communication,4.5,88,3.7M,500+,Paid,$4.99,Everyone,"May 18, 2018",8.05.18.14250,4.0.3 and up
Once Upon a Tower,Action,4.7,37139,49M,"1,000,000+",Free,0,Everyone 10+,"January 24, 2018",8,4.1 and up
"play2prep: ACT, SAT prep",Education,4.2,3692,4.4M,"100,000+",Free,0,Everyone,"July 23, 2015",4.1.3,2.3.3 and up
Gunship Modern Combat 3D,Action,4.2,3247,26M,"500,000+",Free,0,Teen,"July 25, 2017",1.05,2.3 and up
tökr,Medical,4.6,17,14M,"1,000+",Free,0,Everyone,"July 11, 2018",1.9.0.0,4.1 and up
ClearCareGo Caregiver,Medical,4.2,1746,16M,"50,000+",Free,0,Everyone,"July 25, 2018",2.1.3,4.1 and up
Wi-Fi Networks,Productivity,4.2,115,1.4M,"10,000+",Free,0,Everyone,"October 5, 2015",1.4,4.1 and up
Microsoft Outlook,Productivity,4.3,3249518,50M,"100,000,000+",Free,0,Everyone,"August 2, 2018",2.2.194,4.4 and up
JONACK (D Story Teller),Entertainment,4.4,152,1.2M,"10,000+",Free,0,Everyone,"November 28, 2015",1.0,2.2 and up
C BOOK-C PROGRAMS,Education,4.8,138,2.1M,"10,000+",Free,0,Everyone,"September 22, 2017",1.0,3.0 and up
Fate GO Ap Counter,Tools,4.6,70,3.2M,"1,000+",Free,0,Everyone,"January 19, 2018",1.1.4,4.1 and up
Pink Guy - Ey B0ss,Entertainment,4.7,13,1.2M,500+,Free,0,Everyone,"May 4, 2016",1.0,4.0.3 and up
CT Abdomen Pelvis,Medical,4.0,36,36M,"10,000+",Free,0,Everyone,"January 20, 2018",2.0,4.0 and up
Sai Baba - Sabka Malik Ek,Productivity,4.9,42,38M,"1,000+",Free,0,Everyone,"May 26, 2018",1.4,4.0 and up
To-do list,Productivity,4.4,688,4.4M,"50,000+",Free,0,Everyone,"July 17, 2018",2.22,4.0 and up
chomp SMS,Communication,4.3,335646,8.3M,"10,000,000+",Free,0,Everyone,"July 26, 2018",7.21,2.3 and up
To-Do Calendar Planner,Productivity,4.2,30291,Varies with device,"1,000,000+",Free,0,Everyone,"May 29, 2018",Varies with device,Varies with device
MUTV - Manchester United TV,Sports,4.4,4549,24M,"500,000+",Free,0,Everyone,"August 1, 2018",2.4.0,4.1 and up
Dream League Soccer 2018,Sports,4.6,9883806,74M,"100,000,000+",Free,0,Everyone,"July 16, 2018",5.064,4.4 and up
SoloLearn: Learn to Code for Free,Education,4.8,256079,7.6M,"1,000,000+",Free,0,Teen,"July 12, 2018",2.2.4,4.0.3 and up
DENVER ACTION CAM 3,Photography,2.9,66,8.9M,"10,000+",Free,0,Everyone,"November 16, 2016",1.0.2,2.2 and up
CONTRACT KILLER: ZOMBIES,Action,4.4,144545,13M,"5,000,000+",Free,0,Teen,"December 1, 2011",1.1.0,2.1 and up
ES Dark Theme for free,Tools,4.2,7851,364k,"1,000,000+",Free,0,Everyone,"August 22, 2017",2.0.7,4.0 and up
Branch,Finance,4.6,69973,3.8M,"1,000,000+",Free,0,Everyone,"July 23, 2018",1.17.1,4.0 and up
CreditWise from Capital One,Finance,4.6,26587,8.4M,"1,000,000+",Free,0,Everyone,"July 19, 2018",1.18.0,4.4 and up
BC Hospital Wait Times,Medical,4.2,8,1.2M,500+,Free,0,Everyone,"January 19, 2016",1.2,4.1 and up
Wrestling Revolution 3D,Sports,4.3,989344,51M,"50,000,000+",Free,0,Teen,"July 23, 2018",1.640,4.0 and up
Human Anatomy Atlas 2018: Complete 3D Human Body,Medical,4.5,2923,25M,"100,000+",Paid,$24.99,Everyone,"May 25, 2018",2018.5.47,5.0 and up
Ek Bander Ne Kholi Dukan,Entertainment,5.0,10,3.0M,"10,000+",Free,0,Everyone,"June 26, 2017",1.0.9,4.0 and up
Caller ID +,Communication,4.0,9498,118k,"1,000,000+",Free,0,Everyone,"June 7, 2016",5.28.0,2.3 and up
AP Chemistry Prep: Practice Tests and Flashcards,Education,4.7,55,5.4M,"10,000+",Free,0,Everyone,"July 3, 2018",1.6.7.1,4.1 and up
Mahalaxmi Dindarshika 2018,Productivity,4.2,25427,9.2M,"1,000,000+",Free,0,Everyone,"January 5, 2018",18.0,4.0 and up
Calendar+ Schedule Planner App,Productivity,4.0,8985,5.7M,"1,000,000+",Free,0,Everyone,"January 16, 2017",1.07.59,4.0.3 and up
Lynda - Online Training Videos,Education,4.2,8599,17M,"1,000,000+",Free,0,Everyone,"July 11, 2018",4.9.10,4.1 and up
Code on the egg,Tools,3.9,146,784k,"10,000+",Free,0,Everyone,"April 10, 2017",1.15,2.2 and up
Zombie Hunter King,Action,4.3,10493,50M,"1,000,000+",Free,0,Mature 17+,"August 1, 2018",1.0.8,2.3 and up
Fr Ignacio Outreach,Education,4.9,52,19M,"1,000+",Free,0,Everyone,"January 19, 2018",1.0,4.4 and up
VSCO,Photography,4.4,753115,Varies with device,"50,000,000+",Free,0,Everyone,"August 3, 2018",71,4.4 and up
Telemundo Now,Entertainment,3.9,8674,19M,"1,000,000+",Free,0,Teen,"May 25, 2018",3.3.1.42,4.4 and up
Google Docs,Productivity,4.3,815974,Varies with device,"100,000,000+",Free,0,Everyone,"August 6, 2018",Varies with device,Varies with device
REV Robotic Enhance Vehicles,Entertainment,4.4,2558,61M,"100,000+",Free,0,Everyone,"January 16, 2018",2.0.11,4.4 and up
Photo Editor Pro,Photography,4.3,1871421,Varies with device,"100,000,000+",Free,0,Everyone,"December 21, 2017",Varies with device,Varies with device
Google Pay,Finance,4.2,347838,Varies with device,"100,000,000+",Free,0,Everyone,"July 26, 2018",2.70.206190089,Varies with device
Bitcoin & Cryptocurrency - Bx,Finance,4.8,11,3.7M,"1,000+",Free,0,Everyone,"November 28, 2017",0.1.6,4.1 and up
Black & White Camera - Lovely BW,Photography,4.2,329,4.8M,"100,000+",Free,0,Everyone,"November 13, 2017",1.1.0,4.4 and up
Viber Messenger,Communication,4.3,11335255,Varies with device,"500,000,000+",Free,0,Everyone,"July 18, 2018",Varies with device,Varies with device
Q-See QC View,Tools,3.1,657,21M,"100,000+",Free,0,Everyone,"January 19, 2018",3.49.0202,4.0.3 and up
BZWBK24 mobile,Finance,4.5,64983,39M,"1,000,000+",Free,0,Everyone,"June 18, 2018",5.0.1,4.1 and up
"360 Security - Free Antivirus, Booster, Cleaner",Tools,4.6,16771865,Varies with device,"100,000,000+",Free,0,Everyone,"August 4, 2018",Varies with device,Varies with device
SCI-FI UI,Entertainment,4.7,15,3.9M,100+,Paid,$1.99,Everyone,"April 16, 2018",0.0.53,1.6 and up
BL Mobile Banking,Finance,4.3,23,93M,"1,000+",Free,0,Everyone,"August 1, 2018",2.6.0,5.0 and up
SAY-U,Entertainment,3.2,1011,Varies with device,"100,000+",Free,0,Teen,"July 13, 2018",Varies with device,4.1 and up
MYCU TX Mobile Banking,Finance,3.0,4,Varies with device,100+,Free,0,Everyone,"August 1, 2018",1.0.2,Varies with device
Scoompa Video - Slideshow Maker and Video Editor,Photography,4.5,559931,Varies with device,"10,000,000+",Free,0,Everyone,"May 10, 2018",Varies with device,Varies with device
GRE Flashcards,Education,4.5,13791,Varies with device,"500,000+",Free,0,Everyone,"June 6, 2018",Varies with device,Varies with device
AndroZip™ FREE File Manager,Productivity,4.2,277794,Varies with device,"10,000,000+",Free,0,Everyone,"December 7, 2016",Varies with device,Varies with device
Opera Mini - fast web browser,Communication,4.5,5150801,Varies with device,"100,000,000+",Free,0,Everyone,"July 19, 2018",Varies with device,Varies with device
Calculator CM,Tools,4.4,8,1.8M,500+,Free,0,Everyone,"March 9, 2015",1.0,2.3 and up
BD CRICKET LIVE,Sports,4.6,1238,9.5M,"100,000+",Free,0,Everyone,"January 15, 2018",3.0,4.0.3 and up
My Tele2,Communication,4.3,158679,8.8M,"5,000,000+",Free,0,Everyone,"August 3, 2018",2.4.1,4.4 and up
File Explorer,Productivity,4.1,979,720k,"100,000+",Free,0,Everyone,"September 30, 2013",2.1.3,2.2 and up
Adguard Content Blocker,Tools,4.1,14491,4.3M,"1,000,000+",Free,0,Everyone,"February 26, 2018",2.1.2,Varies with device
DV-2019 PHOTO TOOL,Entertainment,4.3,21,2.5M,"1,000+",Free,0,Everyone,"January 20, 2018",5.0,4.0 and up
NCLEX Multi-topic Nursing Exam Review-Quiz & notes,Medical,5.0,1,4.2M,10+,Free,0,Everyone,"July 24, 2018",1.0,4.0.3 and up
Tasker,Tools,4.6,43045,Varies with device,"1,000,000+",Paid,$2.99,Everyone,"June 25, 2018",Varies with device,Varies with device
DB Browser,Tools,3.3,236,221k,"50,000+",Free,0,Everyone,"September 20, 2011",1.6,2.1 and up
Online Soccer Manager (OSM),Sports,4.5,1312936,21M,"10,000,000+",Free,0,Everyone,"July 31, 2018",3.4.06,4.4 and up
"Hulu: Stream TV, Movies & more",Entertainment,4.0,319692,Varies with device,"10,000,000+",Free,0,Teen,"August 3, 2018",Varies with device,5.0 and up
slither.io,Action,4.4,5234810,Varies with device,"100,000,000+",Free,0,Everyone,"November 14, 2017",Varies with device,2.3 and up
Pencil Photo Sketch-Sketching Drawing Photo Editor,Photography,4.4,16523,Varies with device,"1,000,000+",Free,0,Everyone,"July 30, 2018",1.2.31,4.1 and up
SIM Card Info,Tools,4.1,4234,1.9M,"1,000,000+",Free,0,Everyone,"May 25, 2018",5.3.9,4.0 and up
TrueMoney Wallet,Finance,4.4,199684,18M,"5,000,000+",Free,0,Everyone,"July 19, 2018",Varies with device,Varies with device
The Zueira's Voice,Tools,4.7,136540,3.1M,"1,000,000+",Free,0,Everyone,"July 10, 2018",4.75,4.0.3 and up
BK Murli Dictionary (H to E),Education,4.6,106,3.9M,"10,000+",Free,0,Everyone,"November 19, 2016",1.1,2.2 and up
Learn Body Parts in English,Education,4.0,7243,42M,"1,000,000+",Free,0,Everyone,"December 6, 2016",5.13,2.3 and up
Yoong: Kick 'Em Up!,Sports,4.3,7107,33M,"100,000+",Free,0,Everyone,"December 16, 2015",1.1.1,4.0.3 and up
Schengen/EU App,Tools,4.0,24,11M,"1,000+",Free,0,Everyone,"February 27, 2018",1.0,4.1 and up
"Talkie Pro - Wi-Fi Calling, Chats, File Sharing",Communication,4.5,201,Varies with device,"1,000+",Paid,$2.99,Everyone,"January 6, 2018",Varies with device,Varies with device
Tomb of the Mask,Action,4.1,55380,39M,"5,000,000+",Free,0,Everyone,"July 24, 2018",1.2.1,5.0 and up
K-9 Material (unofficial),Communication,4.4,64,4.5M,"5,000+",Free,0,Teen,"March 27, 2017",5.206,5.0 and up
BC Wildflowers,Education,4.4,7,81M,"1,000+",Free,0,Everyone,"July 10, 2017",3.5,4.1 and up
Phone Clean Best Speed Booster,Productivity,4.5,81502,Varies with device,"1,000,000+",Free,0,Everyone,"March 29, 2018",Varies with device,Varies with device
University of Alabama,Education,4.5,302,3.0M,"50,000+",Free,0,Everyone,"November 30, 2017",3.3,4.1 and up
SH Script Runner,Productivity,3.9,334,3.7M,"50,000+",Free,0,Everyone,"January 2, 2018",1.07,4.1 and up
Guns Royale - Multiplayer Blocky Battle Royale,Action,4.6,19070,90M,"100,000+",Free,0,Everyone 10+,"August 4, 2018",1.0,Varies with device
Total AV,Productivity,3.4,617,46M,"100,000+",Free,0,Everyone,"April 17, 2018",1.5.3,4.1 and up
Banfield Pet Health Tracker,Medical,4.2,1747,5.9M,"100,000+",Free,0,Everyone,"October 17, 2016",1.2.2,4.0 and up
CW Studio ®,Communication,3.8,9,780k,100+,Paid,$0.99,Everyone,"May 19, 2015",1.2,2.3.3 and up
My Ooredoo Algeria,Tools,4.2,3606,17M,"100,000+",Free,0,Everyone,"June 24, 2018",1.22.1,4.4 and up
slither.io,Action,4.4,5231553,Varies with device,"100,000,000+",Free,0,Everyone,"November 14, 2017",Varies with device,2.3 and up
Lifetime - Watch Full Episodes & Original Movies,Entertainment,4.0,35931,19M,"1,000,000+",Free,0,Teen,"July 16, 2018",3.1.4,4.4 and up
NFL,Sports,4.1,459797,Varies with device,"50,000,000+",Free,0,Everyone,"August 2, 2018",Varies with device,Varies with device
FL Racing Manager 2018 Pro,Sports,4.3,340,15M,"5,000+",Paid,$1.99,Everyone,"March 17, 2018",1.18,3.0 and up
Exposure Ed,Medical,3.0,2,16M,500+,Free,0,Everyone,"July 17, 2018",1.2.9,4.4 and up
"HelloTalk — Chat, Speak & Learn Foreign Languages",Education,4.4,84309,41M,"5,000,000+",Free,0,Everyone,"July 25, 2018",2.6.6,4.1 and up
UFC,Sports,4.0,30840,Varies with device,"1,000,000+",Free,0,Teen,"May 22, 2018",Varies with device,Varies with device
Camera V7 24 Megapixel,Photography,4.0,2480,2.5M,"100,000+",Free,0,Everyone,"August 1, 2018",4.0,4.1 and up
Have your say on Europe,Communication,3.8,19,21M,500+,Free,0,Everyone,"April 19, 2018",1.1.0,4.1 and up
Tiny Call Confirm,Communication,4.1,22782,351k,"1,000,000+",Free,0,Everyone,"March 25, 2015",4.2.0,2.2 and up
ScorePal,Tools,4.5,1439,15M,"10,000+",Free,0,Everyone,"July 9, 2018",2.10.7,4.3 and up
DS cloud,Tools,3.2,4908,38M,"500,000+",Free,0,Everyone,"May 23, 2018",2.8.0,4.0 and up
Nubank,Finance,4.7,130582,24M,"5,000,000+",Free,0,Everyone,"August 2, 2018",Varies with device,Varies with device
E*TRADE Mobile,Finance,3.9,10658,58M,"1,000,000+",Free,0,Everyone,"August 2, 2018",6.8.2,4.4 and up
RAM Cleanup Ad-Free Option,Tools,4.4,457,1.1M,"10,000+",Paid,$2.99,Everyone,"July 26, 2016",3.0,4.1 and up
Volume Slider Like Android P Volume Control,Tools,4.1,1129,1.7M,"10,000+",Paid,$0.99,Everyone,"June 30, 2018",1.28,4.1 and up
24 megapixel hd camera,Photography,4.0,802,5.1M,"100,000+",Free,0,Everyone,"May 3, 2017",1.1,2.3 and up
"Mobizen Screen Recorder - Record, Capture, Edit",Productivity,4.3,1827212,Varies with device,"50,000,000+",Free,0,Everyone,"July 31, 2018",3.6.0.28,4.4 and up
myAT&T,Productivity,3.7,80847,Varies with device,"50,000,000+",Free,0,Everyone,"July 18, 2018",Varies with device,5.0 and up
Amex Mobile,Finance,4.3,24729,32M,"1,000,000+",Free,0,Everyone,"August 3, 2018",6.7.0,5.0 and up
Bixby Button Remapper - bxActions Pro / Coffee,Tools,3.9,319,25k,"10,000+",Paid,$2.99,Everyone,"April 28, 2017",1.00,7.0 and up
FE Civil Engineering Exam Prep,Education,2.8,9,21M,"1,000+",Free,0,Everyone,"July 27, 2018",5.33.3669,5.0 and up
Keep My Notes - Notepad & Memo,Productivity,4.6,122424,4.7M,"5,000,000+",Free,0,Everyone,"March 16, 2018",1.35.2,2.3.3 and up
CXmodel-ufo,Entertainment,3.8,19,12M,"1,000+",Free,0,Everyone,"January 19, 2017",2.1,2.2 and up
Block Strike,Action,4.5,947515,60M,"10,000,000+",Free,0,Teen,"July 25, 2018",5.3.1,4.1 and up
BeautyPlus - Easy Photo Editor & Selfie Camera,Photography,4.4,3157936,53M,"100,000,000+",Free,0,Everyone,"July 31, 2018",6.9.031,4.1 and up
Carnivores: Dinosaur Hunter,Action,4.2,62636,17M,"1,000,000+",Free,0,Teen,"July 2, 2018",1.8.0,4.0.3 and up
Critical Ops,Action,4.4,1397944,50M,"10,000,000+",Free,0,Teen,"July 31, 2018",0.9.10.f96,4.4 and up
Advanced Task Killer,Productivity,4.4,577059,1.5M,"50,000,000+",Free,0,Everyone,"August 7, 2016",2.2.1B216,2.3.3 and up
AK-47 Assault Rifle,Entertainment,3.7,165,25M,"10,000+",Free,0,Teen,"April 26, 2015",1.0,2.3 and up
DT Baby Cam,Tools,1.7,10,23M,500+,Free,0,Everyone,"December 5, 2017",3.0,2.2 and up
DS note,Productivity,3.9,2046,60M,"100,000+",Free,0,Everyone,"June 11, 2018",1.10.1,4.4 and up
AV HD Video Player,Entertainment,3.8,6,23M,"1,000+",Free,0,Everyone,"January 19, 2018",1.0,4.4 and up
FL Racing Manager 2018 Lite,Sports,4.0,1338,15M,"100,000+",Free,0,Everyone,"March 17, 2018",1.18,3.0 and up
WeChat,Communication,4.2,5387631,Varies with device,"100,000,000+",Free,0,Everyone,"July 31, 2018",Varies with device,Varies with device
Lifetime - Watch Full Episodes & Original Movies,Entertainment,4.0,35931,19M,"1,000,000+",Free,0,Teen,"July 16, 2018",3.1.4,4.4 and up
AG Track,Tools,4.1,12,8.7M,100+,Free,0,Everyone,"March 23, 2018",3.3,4.0 and up
"Learn English Vocabulary - 6,000 Words",Education,4.5,205914,54M,"10,000,000+",Free,0,Everyone,"August 3, 2018",5.54,4.1 and up
AX Battery Saver,Finance,4.6,4546,3.0M,"100,000+",Free,0,Everyone,"February 8, 2018",1.2.3,4.0 and up
COMSATS BOOK STORE FOR BS(CS),Education,5.0,15,94M,50+,Free,0,Everyone,"July 11, 2018",2.0,4.0.3 and up
Viber Messenger,Communication,4.3,11334973,Varies with device,"500,000,000+",Free,0,Everyone,"July 18, 2018",Varies with device,Varies with device
CONTRACT KILLER: ZOMBIES (NR),Action,4.4,206602,13M,"5,000,000+",Free,0,Mature 17+,"July 1, 2013",3.1.0,2.1 and up
AS - News and sports results.,Sports,3.7,20879,22M,"1,000,000+",Free,0,Everyone,"June 9, 2018",5.1.13,4.1 and up
বাংলা টিভি প্রো BD Bangla TV,Entertainment,4.3,193,14M,"10,000+",Free,0,Everyone,"April 29, 2017",1.3,4.0 and up
Temple Run 2,Action,4.3,8116142,62M,"500,000,000+",Free,0,Everyone,"July 5, 2018",1.49.1,4.0 and up
Agenda EF,Education,3.4,79,33M,"5,000+",Free,0,Everyone,"May 27, 2015",1.03,3.0 and up
F-Secure KEY Password manager,Tools,4.2,2588,7.6M,"100,000+",Free,0,Everyone,"June 27, 2018",4.7.4,4.0 and up
YouTube TV - Watch & Record Live TV,Entertainment,4.4,38517,17M,"1,000,000+",Free,0,Teen,"August 2, 2018",2.29.2,5.0 and up
Cv maker / Job cv maker,Education,4.4,14,5.5M,"1,000+",Free,0,Everyone,"March 27, 2018",1.0,4.0 and up
"Mobile Security: Antivirus, Web Scan & App Lock",Productivity,4.4,574719,20M,"10,000,000+",Free,0,Everyone,"July 16, 2018",5.0.0.1442,4.1 and up
U Guard,Tools,3.0,245,3.5M,"10,000+",Free,0,Everyone,"August 31, 2016",1.1.6.6,2.3 and up
Internet Speed Meter Lite,Tools,4.5,410303,Varies with device,"10,000,000+",Free,0,Everyone,"September 5, 2016",Varies with device,Varies with device
ICQ — Video Calls & Chat Messenger,Communication,4.4,697939,Varies with device,"10,000,000+",Free,0,Everyone,"July 18, 2018",7.3(823181),4.4 and up
Mobile Bancomer,Finance,4.2,278082,70M,"10,000,000+",Free,0,Everyone,"July 30, 2018",10.78,4.0.3 and up
Contents Provider(C.P.)Explorer,Tools,4.0,1,1.2M,100+,Free,0,Everyone,"June 20, 2018",5.0,3.0 and up
Pocket AC,Photography,4.8,130,4.4M,"1,000+",Paid,$9.99,Everyone,"June 27, 2018",3.1.1,4.1 and up
HOLSTON EC,Tools,4.1,7,4.2M,"1,000+",Free,0,Everyone,"January 23, 2018",1.278.0037,2.3.3 and up
[adult swim],Entertainment,3.6,21433,21M,"1,000,000+",Free,0,Mature 17+,"May 29, 2018",3.0.1805181047,5.0 and up
BT Controller,Tools,3.9,4374,13M,"1,000,000+",Free,0,Everyone,"June 25, 2018",3.1.3,4.2 and up
বাংলাflix,Entertainment,4.2,1111,7.3M,"100,000+",Free,0,Everyone,"June 5, 2018",3.6.1,4.1 and up
Training schedule - AllUniver,Education,4.1,702,7.6M,"10,000+",Free,0,Everyone,"October 16, 2017",5.0,4.4 and up
DV ASSIST,Education,5.0,1,18M,100+,Free,0,Everyone,"August 2, 2018",1.0,4.4 and up
Game for KIDS: KIDS match'em,Education,4.4,7006,6.9M,"1,000,000+",Free,0,Everyone,"October 23, 2016",1.17,2.3 and up
CS Browser | #1 & BEST BROWSER,Communication,3.8,52,2.1M,"1,000+",Free,0,Everyone,"August 28, 2015",2.0,3.0 and up
Nucleus Smart,Medical,3.7,20,19M,"1,000+",Free,0,Everyone,"June 27, 2018",1.830.0.564-(e405bb2),5.0 and up
"Sweet Snap Lite - live filter, Selfie photo editor",Photography,4.5,3116,22M,"500,000+",Free,0,Everyone,"August 3, 2018",2.15.180,4.0.3 and up
The Ah Yeah! Button,Entertainment,3.0,30,318k,"5,000+",Free,0,Everyone,"October 1, 2013",1.2,2.3 and up
Hitman Sniper,Action,4.6,408292,29M,"10,000,000+",Paid,$0.99,Mature 17+,"July 12, 2018",1.7.110758,4.1 and up
"Programming Hub, Learn to code",Education,4.3,55704,15M,"1,000,000+",Free,0,Everyone,"August 4, 2018",4.2.8,4.1 and up
A/C Air Conditioner Remote,Tools,3.4,7816,5.1M,"1,000,000+",Free,0,Everyone,"July 30, 2016",1.1.1,3.0 and up
AT&T THANKS®,Entertainment,3.4,2445,34M,"500,000+",Free,0,Everyone,"July 11, 2018",1.4.0,5.0 and up
EY ATL Fuel Calculator,Productivity,4.4,15,3.1M,500+,Free,0,Everyone,"July 21, 2018",12,2.1 and up
easyFocus,Photography,3.7,3396,266k,"500,000+",Free,0,Everyone,"November 28, 2012",1.2.0,2.2 and up
Learn Morse Code - G0HYN Learn Morse,Communication,4.0,27,600k,"5,000+",Free,0,Everyone,"May 8, 2018",5.0,2.2 and up
English in a Month Free,Education,3.8,6577,13M,"1,000,000+",Free,0,Everyone,"July 23, 2017",1.28,4.1 and up
osmino Wi-Fi: free WiFi,Tools,4.2,134203,4.1M,"10,000,000+",Free,0,Everyone,"August 7, 2018",6.06.14,4.4 and up
Ziggo GO,Entertainment,4.1,29690,78M,"1,000,000+",Free,0,Teen,"August 3, 2018",2.3.34 Prod,4.3 and up
Standard Chartered Mobile (BW),Finance,4.4,96,7.2M,"10,000+",Free,0,Everyone,"August 5, 2018",2.9,4.0 and up
"Any.do: To-do list, Calendar, Reminders & Planner",Productivity,4.5,298854,Varies with device,"10,000,000+",Free,0,Everyone,"August 5, 2018",Varies with device,Varies with device
Color Touch Effects,Photography,3.8,167652,12M,"10,000,000+",Free,0,Everyone,"April 23, 2018",4.5,4.1 and up
Viki: Asian TV Dramas & Movies,Entertainment,4.3,407698,Varies with device,"10,000,000+",Free,0,Teen,"July 27, 2018",Varies with device,Varies with device
Call Control - Call Blocker,Communication,4.4,93825,11M,"5,000,000+",Free,0,Everyone,"July 5, 2018",2.17.3,4.1 and up
Al Quran Audio (Full 30 Juz),Education,4.7,7878,3.6M,"1,000,000+",Free,0,Everyone,"May 29, 2017",4.0,2.3 and up
